id,class
apple_pie/532974,apple_pie
apple_pie/590327,apple_pie
apple_pie/646264,apple_pie
apple_pie/661475,apple_pie
apple_pie/668694,apple_pie
apple_pie/688983,apple_pie
apple_pie/693210,apple_pie
apple_pie/727825,apple_pie
apple_pie/801869,apple_pie
apple_pie/807000,apple_pie
apple_pie/812047,apple_pie
apple_pie/827575,apple_pie
apple_pie/829175,apple_pie
apple_pie/829830,apple_pie
apple_pie/829949,apple_pie
apple_pie/83981,apple_pie
apple_pie/861244,apple_pie
apple_pie/867502,apple_pie
apple_pie/879842,apple_pie
apple_pie/884504,apple_pie
apple_pie/885848,apple_pie
apple_pie/886793,apple_pie
apple_pie/904832,apple_pie
apple_pie/908367,apple_pie
apple_pie/963140,apple_pie
apple_pie/981895,apple_pie
apple_pie/984571,apple_pie
apple_pie/986844,apple_pie
apple_pie/99556,apple_pie
apple_pie/997950,apple_pie
baby_back_ribs/1005066,baby_back_ribs
baby_back_ribs/1022479,baby_back_ribs
baby_back_ribs/1058654,baby_back_ribs
baby_back_ribs/1074480,baby_back_ribs
baby_back_ribs/1086617,baby_back_ribs
baby_back_ribs/1098606,baby_back_ribs
baby_back_ribs/112142,baby_back_ribs
baby_back_ribs/1138370,baby_back_ribs
baby_back_ribs/1145041,baby_back_ribs
baby_back_ribs/1150028,baby_back_ribs
baby_back_ribs/1150070,baby_back_ribs
baby_back_ribs/1183551,baby_back_ribs
baby_back_ribs/1185016,baby_back_ribs
baby_back_ribs/120576,baby_back_ribs
baby_back_ribs/1211064,baby_back_ribs
baby_back_ribs/1221409,baby_back_ribs
baby_back_ribs/1228072,baby_back_ribs
baby_back_ribs/1262675,baby_back_ribs
baby_back_ribs/1285825,baby_back_ribs
baby_back_ribs/1329841,baby_back_ribs
baby_back_ribs/1330649,baby_back_ribs
baby_back_ribs/1339637,baby_back_ribs
baby_back_ribs/1341719,baby_back_ribs
baby_back_ribs/1347489,baby_back_ribs
baby_back_ribs/1352978,baby_back_ribs
baby_back_ribs/1381124,baby_back_ribs
baby_back_ribs/139044,baby_back_ribs
baby_back_ribs/1394367,baby_back_ribs
baby_back_ribs/1395662,baby_back_ribs
baby_back_ribs/1421097,baby_back_ribs
baby_back_ribs/1427390,baby_back_ribs
baby_back_ribs/143583,baby_back_ribs
baby_back_ribs/1451628,baby_back_ribs
baby_back_ribs/1495381,baby_back_ribs
baby_back_ribs/1506362,baby_back_ribs
baby_back_ribs/1512537,baby_back_ribs
baby_back_ribs/1521817,baby_back_ribs
baby_back_ribs/1556943,baby_back_ribs
baby_back_ribs/1573043,baby_back_ribs
baby_back_ribs/1584068,baby_back_ribs
baby_back_ribs/1593880,baby_back_ribs
baby_back_ribs/160194,baby_back_ribs
baby_back_ribs/1622817,baby_back_ribs
baby_back_ribs/1623333,baby_back_ribs
baby_back_ribs/1631249,baby_back_ribs
baby_back_ribs/163622,baby_back_ribs
baby_back_ribs/1636617,baby_back_ribs
baby_back_ribs/1641429,baby_back_ribs
baby_back_ribs/1667679,baby_back_ribs
baby_back_ribs/1678943,baby_back_ribs
baby_back_ribs/1682911,baby_back_ribs
baby_back_ribs/1698180,baby_back_ribs
baby_back_ribs/1732271,baby_back_ribs
baby_back_ribs/1735046,baby_back_ribs
baby_back_ribs/1763693,baby_back_ribs
baby_back_ribs/1765250,baby_back_ribs
baby_back_ribs/1793347,baby_back_ribs
baby_back_ribs/1811267,baby_back_ribs
baby_back_ribs/1833421,baby_back_ribs
baby_back_ribs/1851892,baby_back_ribs
baby_back_ribs/1856264,baby_back_ribs
baby_back_ribs/18596,baby_back_ribs
baby_back_ribs/1873449,baby_back_ribs
baby_back_ribs/1907138,baby_back_ribs
baby_back_ribs/19325,baby_back_ribs
baby_back_ribs/1942524,baby_back_ribs
baby_back_ribs/1943655,baby_back_ribs
baby_back_ribs/1964783,baby_back_ribs
baby_back_ribs/1967177,baby_back_ribs
baby_back_ribs/1995647,baby_back_ribs
baby_back_ribs/2006268,baby_back_ribs
baby_back_ribs/2023403,baby_back_ribs
baby_back_ribs/2025526,baby_back_ribs
baby_back_ribs/2032061,baby_back_ribs
baby_back_ribs/2042437,baby_back_ribs
baby_back_ribs/2053235,baby_back_ribs
baby_back_ribs/2066688,baby_back_ribs
baby_back_ribs/2066952,baby_back_ribs
baby_back_ribs/2079486,baby_back_ribs
baby_back_ribs/2079924,baby_back_ribs
baby_back_ribs/2103750,baby_back_ribs
baby_back_ribs/211120,baby_back_ribs
baby_back_ribs/2129884,baby_back_ribs
baby_back_ribs/2130114,baby_back_ribs
baby_back_ribs/2132277,baby_back_ribs
baby_back_ribs/2134746,baby_back_ribs
baby_back_ribs/2141995,baby_back_ribs
baby_back_ribs/2145496,baby_back_ribs
baby_back_ribs/2185492,baby_back_ribs
baby_back_ribs/2189077,baby_back_ribs
baby_back_ribs/2203767,baby_back_ribs
baby_back_ribs/2213109,baby_back_ribs
baby_back_ribs/2232942,baby_back_ribs
baby_back_ribs/2245405,baby_back_ribs
baby_back_ribs/2252638,baby_back_ribs
baby_back_ribs/2261491,baby_back_ribs
baby_back_ribs/2272205,baby_back_ribs
baby_back_ribs/2275499,baby_back_ribs
baby_back_ribs/2306008,baby_back_ribs
baby_back_ribs/2309590,baby_back_ribs
baby_back_ribs/2314472,baby_back_ribs
baby_back_ribs/2320542,baby_back_ribs
baby_back_ribs/2326074,baby_back_ribs
baby_back_ribs/2331746,baby_back_ribs
baby_back_ribs/2345176,baby_back_ribs
baby_back_ribs/2348457,baby_back_ribs
baby_back_ribs/2349904,baby_back_ribs
baby_back_ribs/2352033,baby_back_ribs
baby_back_ribs/2370716,baby_back_ribs
baby_back_ribs/2407847,baby_back_ribs
baby_back_ribs/2432,baby_back_ribs
baby_back_ribs/2437890,baby_back_ribs
baby_back_ribs/2454123,baby_back_ribs
baby_back_ribs/2464308,baby_back_ribs
baby_back_ribs/2490676,baby_back_ribs
baby_back_ribs/2502288,baby_back_ribs
baby_back_ribs/2517831,baby_back_ribs
baby_back_ribs/2535607,baby_back_ribs
baby_back_ribs/2576256,baby_back_ribs
baby_back_ribs/2587414,baby_back_ribs
baby_back_ribs/2587676,baby_back_ribs
baby_back_ribs/2591611,baby_back_ribs
baby_back_ribs/2602664,baby_back_ribs
baby_back_ribs/2604946,baby_back_ribs
baby_back_ribs/261900,baby_back_ribs
baby_back_ribs/2619132,baby_back_ribs
baby_back_ribs/2624343,baby_back_ribs
baby_back_ribs/2633796,baby_back_ribs
baby_back_ribs/2640078,baby_back_ribs
baby_back_ribs/26834,baby_back_ribs
baby_back_ribs/2687000,baby_back_ribs
baby_back_ribs/269885,baby_back_ribs
baby_back_ribs/2702542,baby_back_ribs
baby_back_ribs/2709715,baby_back_ribs
baby_back_ribs/2710948,baby_back_ribs
baby_back_ribs/2733895,baby_back_ribs
baby_back_ribs/2740626,baby_back_ribs
baby_back_ribs/2764727,baby_back_ribs
baby_back_ribs/2780701,baby_back_ribs
baby_back_ribs/2816200,baby_back_ribs
baby_back_ribs/2823429,baby_back_ribs
baby_back_ribs/2828232,baby_back_ribs
baby_back_ribs/2846282,baby_back_ribs
baby_back_ribs/2854197,baby_back_ribs
baby_back_ribs/286189,baby_back_ribs
baby_back_ribs/2874924,baby_back_ribs
baby_back_ribs/2886780,baby_back_ribs
baby_back_ribs/2897079,baby_back_ribs
baby_back_ribs/2901249,baby_back_ribs
baby_back_ribs/2952510,baby_back_ribs
baby_back_ribs/2954986,baby_back_ribs
baby_back_ribs/2977633,baby_back_ribs
baby_back_ribs/2989382,baby_back_ribs
baby_back_ribs/2992299,baby_back_ribs
baby_back_ribs/3052734,baby_back_ribs
baby_back_ribs/3057918,baby_back_ribs
baby_back_ribs/3069665,baby_back_ribs
baby_back_ribs/3085976,baby_back_ribs
baby_back_ribs/312370,baby_back_ribs
baby_back_ribs/3142180,baby_back_ribs
baby_back_ribs/314812,baby_back_ribs
baby_back_ribs/3222671,baby_back_ribs
baby_back_ribs/3228576,baby_back_ribs
baby_back_ribs/3244661,baby_back_ribs
baby_back_ribs/3256657,baby_back_ribs
baby_back_ribs/3325494,baby_back_ribs
baby_back_ribs/3348957,baby_back_ribs
baby_back_ribs/3367846,baby_back_ribs
baby_back_ribs/3380363,baby_back_ribs
baby_back_ribs/3400201,baby_back_ribs
baby_back_ribs/3412219,baby_back_ribs
baby_back_ribs/3439326,baby_back_ribs
baby_back_ribs/3440392,baby_back_ribs
baby_back_ribs/3446846,baby_back_ribs
baby_back_ribs/3489481,baby_back_ribs
baby_back_ribs/3516733,baby_back_ribs
baby_back_ribs/353489,baby_back_ribs
baby_back_ribs/3575404,baby_back_ribs
baby_back_ribs/3581600,baby_back_ribs
baby_back_ribs/360664,baby_back_ribs
baby_back_ribs/3608011,baby_back_ribs
baby_back_ribs/3619041,baby_back_ribs
baby_back_ribs/3621492,baby_back_ribs
baby_back_ribs/3660437,baby_back_ribs
baby_back_ribs/3664510,baby_back_ribs
baby_back_ribs/3678273,baby_back_ribs
baby_back_ribs/3679934,baby_back_ribs
baby_back_ribs/3680520,baby_back_ribs
baby_back_ribs/3700896,baby_back_ribs
baby_back_ribs/3737603,baby_back_ribs
baby_back_ribs/3748156,baby_back_ribs
baby_back_ribs/3780980,baby_back_ribs
baby_back_ribs/381199,baby_back_ribs
baby_back_ribs/3824491,baby_back_ribs
baby_back_ribs/3828218,baby_back_ribs
baby_back_ribs/384960,baby_back_ribs
baby_back_ribs/3863637,baby_back_ribs
baby_back_ribs/3873682,baby_back_ribs
baby_back_ribs/3887363,baby_back_ribs
baby_back_ribs/3890499,baby_back_ribs
baby_back_ribs/408666,baby_back_ribs
baby_back_ribs/426980,baby_back_ribs
baby_back_ribs/464659,baby_back_ribs
baby_back_ribs/470646,baby_back_ribs
baby_back_ribs/501334,baby_back_ribs
baby_back_ribs/519489,baby_back_ribs
baby_back_ribs/54203,baby_back_ribs
baby_back_ribs/543585,baby_back_ribs
baby_back_ribs/546242,baby_back_ribs
baby_back_ribs/563715,baby_back_ribs
baby_back_ribs/575222,baby_back_ribs
baby_back_ribs/586642,baby_back_ribs
baby_back_ribs/593493,baby_back_ribs
baby_back_ribs/611849,baby_back_ribs
baby_back_ribs/620997,baby_back_ribs
baby_back_ribs/626550,baby_back_ribs
baby_back_ribs/649840,baby_back_ribs
baby_back_ribs/652170,baby_back_ribs
baby_back_ribs/664114,baby_back_ribs
baby_back_ribs/668551,baby_back_ribs
baby_back_ribs/669669,baby_back_ribs
baby_back_ribs/677088,baby_back_ribs
baby_back_ribs/689859,baby_back_ribs
baby_back_ribs/707137,baby_back_ribs
baby_back_ribs/716804,baby_back_ribs
baby_back_ribs/736982,baby_back_ribs
baby_back_ribs/748033,baby_back_ribs
baby_back_ribs/759979,baby_back_ribs
baby_back_ribs/760126,baby_back_ribs
baby_back_ribs/776819,baby_back_ribs
baby_back_ribs/777636,baby_back_ribs
baby_back_ribs/787250,baby_back_ribs
baby_back_ribs/824318,baby_back_ribs
baby_back_ribs/82439,baby_back_ribs
baby_back_ribs/833244,baby_back_ribs
baby_back_ribs/836913,baby_back_ribs
baby_back_ribs/87031,baby_back_ribs
baby_back_ribs/898761,baby_back_ribs
baby_back_ribs/910021,baby_back_ribs
baby_back_ribs/915852,baby_back_ribs
baby_back_ribs/917430,baby_back_ribs
baby_back_ribs/919073,baby_back_ribs
baby_back_ribs/924529,baby_back_ribs
baby_back_ribs/934716,baby_back_ribs
baby_back_ribs/941128,baby_back_ribs
baby_back_ribs/941715,baby_back_ribs
baby_back_ribs/968229,baby_back_ribs
baby_back_ribs/974195,baby_back_ribs
baby_back_ribs/976284,baby_back_ribs
baby_back_ribs/994232,baby_back_ribs
baklava/1028777,baklava
baklava/1029051,baklava
baklava/104446,baklava
baklava/1062541,baklava
baklava/1067270,baklava
baklava/1075871,baklava
baklava/107830,baklava
baklava/1110172,baklava
baklava/1118803,baklava
baklava/1138123,baklava
baklava/1150170,baklava
baklava/1196728,baklava
baklava/120691,baklava
baklava/1208747,baklava
baklava/1241477,baklava
baklava/125912,baklava
baklava/1264253,baklava
baklava/1266641,baklava
baklava/1281439,baklava
baklava/1284897,baklava
baklava/1292647,baklava
baklava/129478,baklava
baklava/1297412,baklava
baklava/130220,baklava
baklava/1310031,baklava
baklava/1317164,baklava
baklava/1326926,baklava
baklava/1336971,baklava
baklava/1351482,baklava
baklava/1363613,baklava
baklava/1389963,baklava
baklava/1390709,baklava
baklava/1391742,baklava
baklava/1392219,baklava
baklava/1417138,baklava
baklava/143372,baklava
baklava/1448425,baklava
baklava/1488283,baklava
baklava/1502186,baklava
baklava/1503293,baklava
baklava/1513651,baklava
baklava/1520628,baklava
baklava/1540948,baklava
baklava/1547455,baklava
baklava/1547472,baklava
baklava/1550074,baklava
baklava/155221,baklava
baklava/158510,baklava
baklava/1600317,baklava
baklava/1601530,baklava
baklava/1648719,baklava
baklava/1687299,baklava
baklava/1705577,baklava
baklava/1709269,baklava
baklava/1717840,baklava
baklava/1720866,baklava
baklava/1739946,baklava
baklava/1746317,baklava
baklava/1758057,baklava
baklava/1762550,baklava
baklava/1772994,baklava
baklava/1795930,baklava
baklava/1823708,baklava
baklava/1834720,baklava
baklava/1846365,baklava
baklava/1849718,baklava
baklava/1881388,baklava
baklava/1885421,baklava
baklava/1896759,baklava
baklava/1915978,baklava
baklava/1946286,baklava
baklava/1988719,baklava
baklava/2021629,baklava
baklava/2028827,baklava
baklava/2041299,baklava
baklava/2068554,baklava
baklava/206902,baklava
baklava/2073284,baklava
baklava/209463,baklava
baklava/2102830,baklava
baklava/2106469,baklava
baklava/2117032,baklava
baklava/2148215,baklava
baklava/2156244,baklava
baklava/2162852,baklava
baklava/2171197,baklava
baklava/2186251,baklava
baklava/2278334,baklava
baklava/2284086,baklava
baklava/2284673,baklava
baklava/2309578,baklava
baklava/2313082,baklava
baklava/2321560,baklava
baklava/2322552,baklava
baklava/2348370,baklava
baklava/2373207,baklava
baklava/2374859,baklava
baklava/2379083,baklava
baklava/2412675,baklava
baklava/2433084,baklava
baklava/2444054,baklava
baklava/2446068,baklava
baklava/2447796,baklava
baklava/2465433,baklava
baklava/2481609,baklava
baklava/2487865,baklava
baklava/2511087,baklava
baklava/2532310,baklava
baklava/2539615,baklava
baklava/2542430,baklava
baklava/2546811,baklava
baklava/2553456,baklava
baklava/2555804,baklava
baklava/2556193,baklava
baklava/2566349,baklava
baklava/2569979,baklava
baklava/2573536,baklava
baklava/2582738,baklava
baklava/2593821,baklava
baklava/2644083,baklava
baklava/2649603,baklava
baklava/2662831,baklava
baklava/2683612,baklava
baklava/2692458,baklava
baklava/2694279,baklava
baklava/2708501,baklava
baklava/2718099,baklava
baklava/2751965,baklava
baklava/2768985,baklava
baklava/2828700,baklava
baklava/2841494,baklava
baklava/285000,baklava
baklava/2860627,baklava
baklava/28613,baklava
baklava/2924742,baklava
baklava/2925079,baklava
baklava/2946891,baklava
baklava/295046,baklava
baklava/295863,baklava
baklava/3006203,baklava
baklava/3009508,baklava
baklava/3044167,baklava
baklava/3050269,baklava
baklava/3055850,baklava
baklava/3061534,baklava
baklava/3067354,baklava
baklava/3074769,baklava
baklava/3078639,baklava
baklava/3085734,baklava
baklava/3112621,baklava
baklava/3117752,baklava
baklava/3124550,baklava
baklava/3136582,baklava
baklava/3158779,baklava
baklava/3158786,baklava
baklava/3213763,baklava
baklava/3276903,baklava
baklava/3278527,baklava
baklava/3297561,baklava
baklava/3297567,baklava
baklava/3311502,baklava
baklava/332407,baklava
baklava/3340929,baklava
baklava/335538,baklava
baklava/3358883,baklava
baklava/3363499,baklava
baklava/3368791,baklava
baklava/3369406,baklava
baklava/3391092,baklava
baklava/3391167,baklava
baklava/343124,baklava
baklava/3444445,baklava
baklava/3452248,baklava
baklava/3453153,baklava
baklava/3455436,baklava
baklava/3468496,baklava
baklava/3477977,baklava
baklava/3480784,baklava
baklava/3482045,baklava
baklava/349456,baklava
baklava/3496527,baklava
baklava/3498449,baklava
baklava/3517946,baklava
baklava/3528628,baklava
baklava/3556892,baklava
baklava/356890,baklava
baklava/3570121,baklava
baklava/3578527,baklava
baklava/3584585,baklava
baklava/3608369,baklava
baklava/3628916,baklava
baklava/3645013,baklava
baklava/3655808,baklava
baklava/3669911,baklava
baklava/3680783,baklava
baklava/3696940,baklava
baklava/3697640,baklava
baklava/370124,baklava
baklava/3734372,baklava
baklava/3745075,baklava
baklava/3753309,baklava
baklava/3765756,baklava
baklava/3768887,baklava
baklava/3769622,baklava
baklava/3780885,baklava
baklava/3782828,baklava
baklava/3785055,baklava
baklava/3797211,baklava
baklava/3801543,baklava
baklava/3885250,baklava
baklava/3889053,baklava
baklava/3893932,baklava
baklava/461467,baklava
baklava/473273,baklava
baklava/490206,baklava
baklava/50627,baklava
baklava/506922,baklava
baklava/521925,baklava
baklava/558342,baklava
baklava/563537,baklava
baklava/567973,baklava
baklava/613574,baklava
baklava/640052,baklava
baklava/6789,baklava
baklava/689207,baklava
baklava/694258,baklava
baklava/704086,baklava
baklava/721053,baklava
baklava/722179,baklava
baklava/72326,baklava
baklava/724383,baklava
baklava/734297,baklava
baklava/758596,baklava
baklava/763258,baklava
baklava/788,baklava
baklava/796010,baklava
baklava/800666,baklava
baklava/840044,baklava
baklava/862581,baklava
baklava/881362,baklava
baklava/890847,baklava
baklava/899196,baklava
baklava/910559,baklava
baklava/930650,baklava
baklava/940134,baklava
baklava/941312,baklava
baklava/942743,baklava
baklava/968365,baklava
baklava/971742,baklava
baklava/993668,baklava
beef_carpaccio/100853,beef_carpaccio
beef_carpaccio/1012548,beef_carpaccio
beef_carpaccio/1044312,beef_carpaccio
beef_carpaccio/1056550,beef_carpaccio
beef_carpaccio/1073326,beef_carpaccio
beef_carpaccio/1076104,beef_carpaccio
beef_carpaccio/1139546,beef_carpaccio
beef_carpaccio/1147514,beef_carpaccio
beef_carpaccio/1165377,beef_carpaccio
beef_carpaccio/116895,beef_carpaccio
beef_carpaccio/1169625,beef_carpaccio
beef_carpaccio/1189532,beef_carpaccio
beef_carpaccio/1193737,beef_carpaccio
beef_carpaccio/1212091,beef_carpaccio
beef_carpaccio/1215782,beef_carpaccio
beef_carpaccio/1216433,beef_carpaccio
beef_carpaccio/1219988,beef_carpaccio
beef_carpaccio/1240408,beef_carpaccio
beef_carpaccio/1243667,beef_carpaccio
beef_carpaccio/1244594,beef_carpaccio
beef_carpaccio/1254686,beef_carpaccio
beef_carpaccio/127274,beef_carpaccio
beef_carpaccio/1281446,beef_carpaccio
beef_carpaccio/1283655,beef_carpaccio
beef_carpaccio/1305949,beef_carpaccio
beef_carpaccio/1307126,beef_carpaccio
beef_carpaccio/1309896,beef_carpaccio
beef_carpaccio/132214,beef_carpaccio
beef_carpaccio/1327341,beef_carpaccio
beef_carpaccio/1344628,beef_carpaccio
beef_carpaccio/1350256,beef_carpaccio
beef_carpaccio/1391584,beef_carpaccio
beef_carpaccio/1410854,beef_carpaccio
beef_carpaccio/1413739,beef_carpaccio
beef_carpaccio/1422496,beef_carpaccio
beef_carpaccio/1440469,beef_carpaccio
beef_carpaccio/1449190,beef_carpaccio
beef_carpaccio/145114,beef_carpaccio
beef_carpaccio/1487998,beef_carpaccio
beef_carpaccio/1488494,beef_carpaccio
beef_carpaccio/1490425,beef_carpaccio
beef_carpaccio/150760,beef_carpaccio
beef_carpaccio/1525582,beef_carpaccio
beef_carpaccio/153517,beef_carpaccio
beef_carpaccio/158624,beef_carpaccio
beef_carpaccio/1598003,beef_carpaccio
beef_carpaccio/1621486,beef_carpaccio
beef_carpaccio/1636003,beef_carpaccio
beef_carpaccio/1645760,beef_carpaccio
beef_carpaccio/1657743,beef_carpaccio
beef_carpaccio/1661531,beef_carpaccio
beef_carpaccio/1662207,beef_carpaccio
beef_carpaccio/1666577,beef_carpaccio
beef_carpaccio/1672341,beef_carpaccio
beef_carpaccio/1698187,beef_carpaccio
beef_carpaccio/1725022,beef_carpaccio
beef_carpaccio/1726589,beef_carpaccio
beef_carpaccio/1736023,beef_carpaccio
beef_carpaccio/1736103,beef_carpaccio
beef_carpaccio/1737830,beef_carpaccio
beef_carpaccio/1742911,beef_carpaccio
beef_carpaccio/1744294,beef_carpaccio
beef_carpaccio/1744946,beef_carpaccio
beef_carpaccio/1765131,beef_carpaccio
beef_carpaccio/1782141,beef_carpaccio
beef_carpaccio/1801501,beef_carpaccio
beef_carpaccio/1834023,beef_carpaccio
beef_carpaccio/1856680,beef_carpaccio
beef_carpaccio/1859387,beef_carpaccio
beef_carpaccio/1864287,beef_carpaccio
beef_carpaccio/1887574,beef_carpaccio
beef_carpaccio/1888322,beef_carpaccio
beef_carpaccio/1894239,beef_carpaccio
beef_carpaccio/1905801,beef_carpaccio
beef_carpaccio/1906055,beef_carpaccio
beef_carpaccio/1937269,beef_carpaccio
beef_carpaccio/195418,beef_carpaccio
